song_id	title	length_seconds	song_release_date	genre_name	artist_name	album_name	album_release_date	track_number
356	Road And Games	235	37883	Country	Awe	Dream big	44001	15
357	Rusty And Secrets	275	36718	Rock	Raylee Summers	Fight and flight	41874	4
358	Season For A Girl Like You	304	37468	Pop	Leona Keith	Preaching choir	44323	3
359	Seconds For Freedom	224	40132	Hip Hop	Donald Rey	Crocodile tears	40303	2
360	Shadows Of His Imagination	296	38787	Rock	Raylee Summers	Fight and flight	41874	5
361	She Hates I Hate To Be Alone	324	41761	Country	Tune	Childhood memoires	43613	1
362	She Hates I Love Her	202	42517	Rap	Ruby Mann	Speak of the demon	43728	7
363	She Hates I'm A Cowgirl	122	43575	Country	Tune	Childhood memoires	43613	2
364	She Hates We're Rocking The World	304	37158	Rock	Alex Crane	For two songs	43468	1
365	She Hates You Called For Me	239	43457	Rock	Alex Crane	For two songs	43468	2
366	She Hates You're Wild	179	38563	Rock	Alex Crane	For two songs	43468	3
367	She Heard I No Longer Need You	288	43238	Blues	Badger	Bittersweet	44231	6
368	She Heard We Cannot Go On	206	42088	Rap	Ruby Mann	Speak of the demon	43728	8
369	She Hopes He Wants You	133	40183	Pop	Leona Keith	Preaching choir	44323	4
370	She Hopes He Will Try	153	37623	Pop	Leona Keith	Preaching choir	44323	5
371	She Hopes He's A Troublemaker	345	44099	Blues	Badger	Bittersweet	44231	7
372	She Hopes He's Trouble	140	40118	Pop	Leona Keith	Preaching choir	44323	6
373	She Knows	274	44057	Pop	Leona Keith	Preaching choir	44323	7
374	She Knows He Needs You	195	38394	Pop	Leona Keith	Preaching choir	44323	8
375	She Knows He's A Troublemaker	207	37640	Country	Tune	Childhood memoires	43613	3
376	She Knows I'm Streetwise	149	37295	Hip Hop	Donald Rey	Crocodile tears	40303	3
377	She Knows She's Got Her Eye On You	175	37383	Rap	Ruby Mann	Speak of the demon	43728	9
378	She Knows You Have To Leave	251	42158	Rap	Tanya Vice	Zero experience	44272	1
379	She Knows You're Trouble	313	44167	Blues	Badger	Bittersweet	44231	8
380	She Loves He Won't Come Back	311	37036	Country	Tune	Childhood memoires	43613	4
381	She Loves He Wrote A Song About Me	157	39556	Jazz	Arthur Bishop	Emotional wreckage	43499	4
382	She Loves He's Going Insane	351	41717	Electronic	Jason Orange	Nemesis	43891	5
383	She Loves I'm Falling For You	249	37932	Pop	Leona Keith	Preaching choir	44323	9
384	She Loves She's Into You	201	38038	Rock	Alex Crane	For two songs	43468	4
385	She Loves You	290	38941	Rap	Tanya Vice	Zero experience	44273	2
386	She Said He's Crazy	141	39005	Electronic	Jason Orange	Nemesis	43891	6
387	She Said She's Been Played	255	43117	Hip Hop	Joel Nicholas	Flower shower	44050	1
388	She Thinks He's In Love	339	42669	Rap	Tanya Vice	Zero experience	44274	3
389	She Thinks I Can Do It	304	43489	Jazz	Arthur Bishop	Emotional wreckage	43499	5
390	She Thinks I Need That Beat	182	36950	Hip Hop	Joel Nicholas	Flower shower	44050	2
391	She Thinks She Hurt You	208	37491	Rock	Alex Crane	For two songs	43468	5
392	She Thinks She Loves You	296	40920	Pop	Leona Keith	Preaching choir	44323	10
393	She Thinks You Miss Me	233	38504	Electronic	Jason Orange	Nemesis	43891	7
394	She's Crazy	280	40794	Electronic	Jason Orange	Nemesis	43891	8
395	She's In The Mood	230	38670	Jazz	Arthur Bishop	Emotional wreckage	43499	6
396	She's Rock 'N Roll	205	38521	Rock	Alex Crane	For two songs	43468	6
397	She's The Devil	140	40820	Rock	Rain	No celebration	43407	1
398	She's Trouble	219	37269	Blues	Badger	Bittersweet	44231	9
399	Silent And Chances	356	39682	Rock	Rain	No celebration	43407	2
400	Silver And Song	326	42386	Country	Tune	Childhood memoires	43613	5
401	Simulation Of A Woman	127	38189	Electronic	Herman Nolan	Blinded by fame	43425	1
402	Sleeping And Dreams	193	39302	Blues	Badger	Bittersweet	44231	10
403	Smile For Me	312	42527	Pop	Courtney Mill	No discounts	44300	1
404	Smile With Me	318	43401	Pop	Courtney Mill	No discounts	44300	2
405	Smoking And Chance	227	37565	Rock	Rain	No celebration	43407	3
406	Smoking And Kiss	197	40406	Rock	Rain	No celebration	43407	4
407	Smooth And Feelings	136	39674	Rock	Rain	No celebration	43407	5
408	Smooth And Jungle	138	41832	Rock	Rain	No celebration	43407	6
409	Song Of Old	146	42939	Blues	Badger	The drawing board	44032	1
410	Song Of You	298	36592	Blues	Badger	The drawing board	44032	2
411	Soul Of Her Darling	133	42103	Hip Hop	Joel Nicholas	Flower shower	44050	3
412	Soul Of The Good Life	135	44016	Pop	Courtney Mill	No discounts	44300	3
413	Sound Of The World	126	39190	Hip Hop	Joel Nicholas	Flower shower	44050	4
414	Sounds Of Her Shadows	323	39956	Rap	Tanya Vice	Zero experience	44275	4
415	South Of A Storm	127	43298	Country	Tune	Childhood memoires	43613	6
416	Speed Of My Ignorance	247	40612	Rock	Rain	No celebration	43407	7
417	Speed Of Us	350	43128	Hip Hop	Joel Nicholas	Flower shower	44050	5
418	Speed Of Your Story	258	43407	Rock	Rain	No celebration	43407	8
419	Spring And Steps	187	43997	Jazz	Arthur Bishop	Emotional wreckage	43499	7
420	Stars For Me	235	39922	Country	Tune	Beyond infinity	42470	1
421	"Stop It, Let Me Be"	136	37716	Blues	Badger	The drawing board	44032	3
422	"Stop, A Storm Is Brewing"	316	42900	Blues	Badger	The drawing board	44032	4
423	Stormy And Lies	335	40401	Blues	Badger	The drawing board	44032	5
424	Story For Two	234	43980	Blues	Badger	The drawing board	44032	6
425	Story Of My Party	277	42531	Pop	Courtney Mill	No discounts	44300	4
426	Stranger Of Us	347	38842	Pop	Courtney Mill	No discounts	44300	5
427	Strings Of Nowhere	157	40033	Pop	Courtney Mill	No discounts	44300	6
428	Sun For A Living	310	43440	Electronic	Herman Nolan	Blinded by fame	43425	2
429	Sun Of Wide Open Spaces	148	40195	Country	Tune	Beyond infinity	42470	2
430	Sure And Fireworks	312	42446	Pop	Courtney Mill	No discounts	44300	7
431	Sure And Game	168	38369	Country	Tune	Beyond infinity	42470	3
432	Sure And Money	287	40085	Blues	Badger	The drawing board	44032	7
433	Sure And Romance	156	39544	Pop	Courtney Mill	No discounts	44300	8
434	Sure And Song	210	44279	Pop	Courtney Mill	No discounts	44300	9
435	Surprise Of Never	217	38137	Pop	Courtney Mill	No discounts	44300	10
436	Surprise Of Somebody	161	37254	Blues	Badger	The drawing board	44032	8
437	Survival Of Thunder	240	41464	Rock	Rain	Beginner's luck	43572	1
438	Sweet And Mic	136	39070	Hip Hop	Joel Nicholas	Flower shower	44050	6
439	Sweet And Mind	134	38055	Pop	Courtney Mill	Fault of treasures	43809	1
440	"Sweetie, Let's Be Free Tonight"	232	42155	Pop	Courtney Mill	Fault of treasures	43809	2
441	"Sweetie, Remember The Times"	330	40565	Pop	Courtney Mill	Fault of treasures	43809	3
442	"Sweetie, Thank You For Nothing"	260	40622	Country	Tune	Beyond infinity	42470	4
443	"Sweetie, When You're Smiling"	230	40954	Pop	Courtney Mill	Fault of treasures	43809	4
444	They Can't Hold Us Down	175	37410	Pop	Courtney Mill	Fault of treasures	43809	5
445	Think About Her	313	40257	Country	Tune	Beyond infinity	42470	5
446	Think About His Fire	336	40979	Pop	Courtney Mill	Fault of treasures	43809	6
447	Think About Voice	151	43626	Blues	Badger	The drawing board	44032	9
448	Thoughts Of The Road	337	43860	Rap	Tanya Vice	Zero experience	44276	5
449	Thrill Of The Devil	290	43572	Rock	Rain	Beginner's luck	43572	2
450	Thrill Of The Good Life	326	37600	Country	Tune	Beyond infinity	42470	6
451	Tickle Your Bed	193	43559	Pop	Courtney Mill	Fault of treasures	43809	7
452	Time And Circus	228	36541	Pop	Courtney Mill	Fault of treasures	43809	8
453	Time Of Mind	237	40485	Rap	Tanya Vice	Zero experience	44277	6
454	Time Of That Heart	318	37854	Hip Hop	Joel Nicholas	Flower shower	44050	7
455	Times Of Beauty	164	40464	Jazz	Arthur Bishop	Emotional wreckage	43499	8
456	Tired Of The Ages	186	40482	Pop	Madison Shannon	Just the beginning	42534	1
457	Triumph Of My Life	139	44042	Hip Hop	Joel Nicholas	Flower shower	44050	8
458	Turn Up The Volume	171	37349	Rock	Rain	Beginner's luck	43572	3
459	Twist Of A New Day	347	37610	Rap	Tanya Vice	Zero experience	44278	7
460	Twisted And Fire	322	38259	Rock	Rain	Beginner's luck	43572	4
461	Wait For His Song	337	38406	Country	Tune	Beyond infinity	42470	7
462	Walk With His Everything	274	40362	Pop	Madison Shannon	Just the beginning	42534	2
463	Walk With My Home	214	39737	Pop	Madison Shannon	Just the beginning	42534	3
464	Want Of The Chase	328	38779	Electronic	Herman Nolan	Blinded by fame	43425	3
465	Wanted And Promises	323	37811	Hip Hop	Joel Nicholas	Flower shower	44050	9
466	We Like To Party	272	39242	Pop	Madison Shannon	Just the beginning	42534	4
467	Welcome And Secrets	172	41301	Hip Hop	Joel Nicholas	Glass houses	43968	1
468	We're Crazy	350	42181	Pop	Madison Shannon	Just the beginning	42534	5
469	We're Rocking All Night	318	39765	Rock	Rain	Beginner's luck	43572	5
470	We're Rocking The World	201	40507	Rock	Bennie Clare	Decisions decisions	43761	1
471	When You're Gone	301	37898	Pop	Madison Shannon	Just the beginning	42534	6
472	Whisper Her Dirt	194	41944	Hip Hop	Joel Nicholas	Glass houses	43968	2
473	Whisper His Sorrow	357	40408	Blues	Badger	The drawing board	44032	10
474	Whisper My Bed	262	42185	Blues	Badger	The drawing board	44032	11
475	Whispers Of Body	296	43463	Jazz	Jay Mack	Dime in two dozen	43454	1
476	Wicked And Forever	234	41704	Rock	Bennie Clare	Decisions decisions	43761	2
477	Wild Of A Nightmare	193	42532	Hip Hop	Joel Nicholas	Glass houses	43968	3
478	Winter And Love	155	42027	Jazz	Jay Mack	Dime in two dozen	43454	2
479	Wish Of The Dusty Road	351	40272	Country	Tune	Beyond infinity	42470	8
480	With	262	38043	Jazz	Jay Mack	Dime in two dozen	43454	3
481	Without Her Echo	176	37209	Pop	Madison Shannon	Just the beginning	42534	7
482	Without Her Kiss	239	42191	Pop	Madison Shannon	Just the beginning	42534	8
483	Woman And Secrets	237	39773	Pop	Madison Shannon	Just the beginning	42534	9
484	Years Of The Dusty Road	228	42470	Country	Tune	Beyond infinity	42470	9
485	You Can Dance	201	43162	Jazz	Jay Mack	Dime in two dozen	43454	4
486	You Crushed Me	299	42275	Rock	Bennie Clare	Decisions decisions	43761	3
487	You Have To Leave	242	41045	Rap	Tanya Vice	Zero experience	44272	8
488	You Killed Me	314	41052	Rock	Bennie Clare	Decisions decisions	43761	4
489	You Knock Me Off My Feet	351	44272	Rap	Tanya Vice	Chip off the old block	44421	1
490	You Love Me	298	43536	Rock	Bennie Clare	Decisions decisions	43761	5
491	You Miss Me	297	42943	Pop	Madison Shannon	Patient zero	43857	1
492	Young And Dream	127	36972	Jazz	Jay Mack	Dime in two dozen	43454	5
493	Young And Fire	321	36595	Country	Kirk Dee	Eye of the camera	39731	1
494	You're A Fool	358	41618	Rock	Bennie Clare	Decisions decisions	43761	6
495	You're Everything To Me	168	43761	Rock	Bennie Clare	Decisions decisions	43761	7
496	You're My Everything	276	43286	Pop	Madison Shannon	Patient zero	43857	2
497	You're My One And Only	256	44176	Pop	Madison Shannon	Patient zero	43857	3
498	You're Perfect	157	41992	Rap	Tanya Vice	Chip off the old block	44421	2
499	You're Trouble	184	41461	Blues	Badger	The drawing board	44032	12
500	You're Wild	178	40386	Pop	Madison Shannon	Patient zero	43857	4
